study_hours,sleep_hours,stress_level,mood_level,screen_time,burnout_label
5.666383884564799,7.523588403608839,2.683849544753695,3.111479224816991,3.5226437083860698,Not Burnout
3.7735096338665457,7.0456041738018405,4.300511181510854,3.6904238899250577,2.8282654328033288,Not Burnout
6.063547027518508,7.144037592061913,3.738946352939437,3.9492187212850345,3.610299788848731,Not Burnout
4.599041965121793,7.7362215672765,2.7096594152746256,2.9901933068091173,6.397807168144512,Not Burnout
5.062459375310085,5.772648921761913,2.0083638143679527,3.5344410117058414,5.203192687927179,Not Burnout
4.597440081655905,6.691148155091986,3.3071225966373103,1.0116726465870105,5.293335267830466,Not Burnout
8.278417276763406,4.997699111346893,1.5264538002955312,2.8417515876661517,1.8756594163110316,Not Burnout
5.479754162893099,7.479067747126335,2.9763577693562193,3.9535087125544672,2.273269395170696,Not Burnout
3.9134336065661497,7.7766351276432895,3.005470159166627,2.5177059657453205,1.0,Not Burnout
6.733817368154783,6.420176245240751,3.56020990749888,3.5589842215895975,2.785928768375869,At Risk
3.6687345250434666,8.88878411594804,5.0,3.946872500802698,5.435054779578488,Not Burnout
5.813295392507133,5.52908120439719,2.892415967178767,3.157450799142235,4.7754197736225565,Not Burnout
2.5604948141803368,5.242750143748216,1.9910363742925012,3.670463770996571,3.667730105571814,Not Burnout
3.5077209266523544,7.269342182271966,2.4744256878080058,2.5372674347153876,3.9665495744229204,Not Burnout
5.795291853803685,8.256517963134586,1.0,3.2933887203039536,2.9666716861368916,Not Burnout
6.607699869993116,9.020713229749443,1.8052868689109418,4.110216169589222,4.307138323602676,Not Burnout
5.757052421784956,6.449338884557272,2.090717561886896,3.6569729609684343,5.148817419220922,Not Burnout
5.326527576417639,8.294417000117555,1.9759116020654075,2.9134687304360645,1.5761698188842908,Not Burnout
5.048344456616067,6.953789836599151,2.652354872033722,3.724216404290793,4.449471531756022,Not Burnout
3.282217014448859,6.7928472400710165,1.6775800676177994,4.214609790636618,5.398652306432001,Not Burnout
4.420233687407937,8.060391924984007,3.6210306673244714,1.450058721422522,3.377349566554946,Not Burnout
4.809041843560319,7.782787454096104,2.500207064918197,4.659074064955898,5.051050918180875,Not Burnout
7.085683339328374,5.108329411618901,2.4906996788613855,3.163745261318928,8.0,At Risk
6.015427434352692,8.771848419671075,2.172105283487082,3.92548993324023,3.8434858105196623,Not Burnout
2.8554397669558993,8.656109624976942,2.655190683858979,4.697246923645228,4.589960575007986,Not Burnout
5.986125954092192,6.249324758188565,3.3250982646676346,2.1283263027695343,2.892914374507913,Not Burnout
4.922376579375525,7.474964240124891,1.6328697842890998,2.7905589975724534,4.271876743903076,Not Burnout
4.484616999541062,7.592836223539287,1.8418835109247433,3.2114513041242954,4.690407437473456,Not Burnout
6.417514433261302,7.312808518988689,2.1962739712233352,2.7162464788755716,4.292263510405207,Not Burnout
7.046499283743927,6.339633815385496,1.154129076526785,5.0,2.470457020436715,Not Burnout
6.896920178674298,6.194051958474338,1.680742140278502,2.643227906173207,4.309542656988176,Not Burnout
4.241173715166042,6.969335114810265,2.023779126455341,2.9444532205131333,6.1932939080764555,Not Burnout
5.0361814362231785,8.407274823111237,3.3743891807127273,3.7043890316029766,4.672953646771791,Not Burnout
5.996895147105346,7.652320185513319,2.762561329001925,2.297850473923911,5.442980783607761,Not Burnout
6.963317690683539,6.5552628014966725,2.6935899113675443,3.1043192882437363,3.6444820449810584,At Risk
4.781238643232065,7.926038452778013,3.350897962167972,3.8174532612501753,5.124850359135566,Not Burnout
5.221511535004274,4.0,2.362628211600603,3.167139595617489,4.418901757324789,Not Burnout
3.8404975389909577,8.378518840446525,2.8904648499288896,3.4066131411000518,2.573633905469152,Not Burnout
3.705690063878994,4.9123434654662805,2.3967782470675036,2.9706678875516292,4.477781507198312,Not Burnout
6.718788733591297,6.565070870316242,2.7653623493996284,1.985529690819233,2.512455004839534,At Risk
7.5343600428562345,5.6563961264486275,1.9172413423884178,3.8215932113392386,3.0506795876728123,Not Burnout
5.391984817629499,5.4463822291349135,1.0,5.0,4.283992460938562,Not Burnout
7.0052993468380365,8.392992144854222,2.365720837813696,3.5184016307834383,4.445866410070186,Not Burnout
6.042454037571451,6.4387585584257305,3.92274813609994,3.7252641172475496,2.2161513023843065,At Risk
4.532320368092313,7.415804658076859,3.4262154022415925,4.1927227551168595,5.580978656774314,Not Burnout
6.0420934082626205,6.9436953053449795,3.4653974845911706,2.230669503453301,4.85800941745071,At Risk
7.807054849698954,7.572448992667746,3.7361307218062176,5.0,2.942907346583674,Not Burnout
5.446260941335073,7.0921862692723066,2.5886575909614375,3.702328796422802,1.6936228053262372,Not Burnout
7.846965483721009,5.460409330973716,2.6973157074055956,5.0,3.782643131377853,Not Burnout
2.0,8.195520183336567,1.8823481045656498,2.766967004476011,3.3310844292082598,Not Burnout
6.732853756562836,6.407492100206425,2.18392714397295,5.0,4.169710685579534,Not Burnout
5.630570602357257,5.132101721608299,3.115771149771142,4.275155494034783,3.4553250082666502,Not Burnout
5.051488974301199,6.486261806840905,3.703884437168816,4.053040085852358,1.0,Not Burnout
5.637641164803253,8.800911748761173,2.3605537243190007,3.734024454353148,3.417479592548262,Not Burnout
2.5186466280986606,8.020266090536191,2.0498107351485886,3.2514713819255507,3.5415713333975307,Not Burnout
5.170492168243732,6.581617438710569,2.500527958856597,4.7005316584738726,4.9504915371610885,Not Burnout
6.03566885726762,6.580890754817886,3.1012067489291146,3.640359869848047,2.9527004880834253,At Risk
7.716841067112274,6.614037938539141,1.0561451838664582,1.5329302964128477,6.5180120100588494,Not Burnout
4.722594672589529,9.49209758027301,1.0,2.3828135382929974,1.1325391740223645,Not Burnout
4.287259595660219,7.458322542677864,1.9494631505084166,3.3141542478072528,5.966751246703937,Not Burnout
4.747364434623195,7.516049976629284,1.2792875740858414,3.809998983165555,3.663521543682843,Not Burnout
6.873103176553111,8.236340144838211,1.991859802352689,3.4434115111001042,5.289377308515334,Not Burnout
5.993126664489527,7.286546990831816,2.3522196811825284,4.718970789793663,4.1197022260880996,Not Burnout
4.705359694349442,6.689149425015156,2.0467515909769864,1.5488981359613752,5.7093333040382035,Not Burnout
6.269901149670034,6.764380181098026,3.9524675344707454,3.64358793650516,3.418957053170783,At Risk
5.64561632402206,6.914078488703123,2.82674476460232,1.6820207746128453,2.352069362233282,Not Burnout
6.952967485799334,6.95533331618819,2.8004743596108286,4.259712295484168,6.130756430906595,Not Burnout
4.446920359183972,7.873155452364376,3.122207144043402,3.405541285557997,3.829779031176788,Not Burnout
5.008506780103348,7.062335062968759,1.3611668822192309,3.919609972024118,4.332337710436316,Not Burnout
4.911837770301764,7.879168092658695,3.5391117874202687,2.636117039410234,5.852127871067193,Not Burnout
3.304727577801822,6.903140103869701,2.4242357134645403,4.779464931657751,2.4520671368583478,Not Burnout
5.944180415596864,7.094362228379309,3.1704806172412123,4.541724664058851,4.893236346458886,Not Burnout
5.891582908269834,4.602159178561471,1.4281427669598445,4.083544303011887,3.1151578653056635,Not Burnout
5.5076701849636915,8.099593209642977,1.0,3.3704827531365593,3.801745966533442,Not Burnout
5.14811929993728,7.415786171077591,3.3178896580250288,4.079857285295132,4.108418448076433,Not Burnout
3.3769438869243786,8.197612131831583,2.8764095260975164,2.793107432012651,1.7496672078295958,Not Burnout
4.869032015851961,4.0,1.5979484456424897,4.3555556590207125,2.8317444357693478,Not Burnout
4.985928225209846,9.506049645736873,1.6303369187253056,5.0,6.026609338619709,Not Burnout
4.296584096167572,6.8324924462137915,3.6254347844147694,4.570610559979186,5.329286782877194,Not Burnout
5.258071432500986,8.32981938008502,1.3105881071326722,2.7703975301925903,3.906040634009148,Not Burnout
6.106076285221808,5.752112887449363,4.142672953255963,3.861417317273103,4.364685187769339,At Risk
8.329278851815795,7.735328686075084,1.5993792653521313,2.2068584562413522,3.5586362415453134,Not Burnout
5.761866719247759,5.735901324191612,3.138391925608383,4.072390311175676,6.034875078741973,Not Burnout
5.886325586084147,6.251477247165034,2.1713815242510153,3.950603412862539,3.699471133308754,Not Burnout
5.388331126350749,9.296837624640144,3.1031874310823433,1.630183660467836,4.347763138202272,Not Burnout
2.6218431770514377,6.771181119083984,1.9558859978858074,2.338216156087636,5.719045216213098,Not Burnout
5.460229186826175,7.260919447815668,2.337207093927706,3.2168611032562326,2.83394277273114,Not Burnout
5.59034531491154,8.044081276826505,2.540919175395721,3.199140252859174,6.338183776745341,Not Burnout
9.19486316872793,7.594818265567126,1.4978125442185273,2.290523064581195,1.7043078853849347,Not Burnout
5.211458552828316,7.180502686172292,3.2408243454201258,3.888978729352184,6.444463196669198,Not Burnout
5.952321013500419,7.437953202959471,1.9867864335284149,3.751473608940512,3.440986624072038,Not Burnout
5.447932345442135,9.88409870228593,2.2714000846599816,3.3057308680214805,3.635951878262077,Not Burnout
3.746982943570702,6.930857443559698,1.5056506253914876,2.744208499841637,1.1649847432255855,Not Burnout
7.21423422177253,7.241318856057961,1.0,4.548707126416564,3.3178079239334606,Not Burnout
6.627899549030161,8.260785275209134,2.308972237399831,5.0,2.4402902034596736,Not Burnout
6.68654792056457,8.32663111954958,4.912615421612916,3.016438516153463,3.088530481939791,Not Burnout
4.135918817807892,8.424436366672456,3.284604287898024,2.8878330828451793,3.7940335513166805,Not Burnout
7.604191466404149,7.7664762664350215,2.4807396202656053,3.9912076654119963,5.436687421709358,Not Burnout
3.3972234058115784,5.628394104723419,2.237109170791732,3.141970620253014,4.311405027100939,Not Burnout
6.380285640700405,8.960117838761315,2.5224658928120465,3.3606027993367658,4.461514980101671,Not Burnout
8.785683438714969,5.624385528377575,3.04711911517521,4.239653151724672,2.3567209167316565,Not Burnout
4.014195512303967,7.36316255828684,1.3191871846911551,1.5906439124927072,2.6788688655959048,Not Burnout
4.650553405595842,6.094868979976771,3.614321694668872,4.818302324852669,6.698087527526968,Not Burnout
5.6494770476314615,6.923033984088409,3.215381315441244,3.5726805243293414,2.8971984478551303,Not Burnout
4.744786518825701,7.394514892364176,3.2181857257079347,3.08850685543782,6.484312378085944,Not Burnout
3.1740048534008007,7.385628658540328,2.938475738809727,3.4107658457785512,3.6354082016787004,Not Burnout
5.602844462209041,7.506304905082342,2.51961665769399,3.4624293550205185,4.003431904215256,Not Burnout
3.9065444294108427,8.936453522870377,3.17286123596682,1.7687986965550746,5.605547740344894,Not Burnout
6.210388645952772,7.5442411618167755,3.0918141337413783,4.994938227453236,5.907838632907985,Not Burnout
4.120863648649295,6.7070120376512214,2.1459592890589763,3.5413256322706186,3.8337811595813687,Not Burnout
7.824901607526309,8.156904601946028,1.926398227103099,3.943002130447375,3.4176354197176915,Not Burnout
4.325120061495644,8.427364586709569,2.6018562952619866,4.451549770574043,3.9161193272166805,Not Burnout
5.016907725691486,5.526870621835609,4.049020151495188,2.4788375424397,4.506936292348177,Not Burnout
6.720275826054505,7.71688008381983,1.2608929243460991,3.9734718990352285,5.336955530304634,Not Burnout
3.653703525349067,7.841407290773078,1.03247473424756,3.2323589091012064,4.006344788491227,Not Burnout
5.841189901906194,6.642923795968009,2.6647608412365167,4.346770775216494,4.928329447034731,Not Burnout
7.460714131423642,8.650848175973943,2.550887701856018,1.3727725796485046,6.457539598406411,Not Burnout
3.0887751481581587,6.819933295560968,2.673341664370408,3.400905699758731,4.571964418397177,Not Burnout
5.776950787798456,7.150691744165851,2.7439531979085,2.8971793442160383,4.467479284007167,Not Burnout
5.889824191372635,6.792313810859357,2.276797745365195,3.9322629506341555,1.721633762364898,Not Burnout
6.672734307665966,7.018694857097761,3.9898634386020824,3.970044187368202,1.0,Not Burnout
3.644573933682877,5.684469895725758,1.0,2.792374105177974,4.5825635938452525,Not Burnout
3.5193150803735858,5.271938940886847,1.671502975219754,2.7878261358239564,3.857763653078692,Not Burnout
6.282912348425347,8.913406075869966,2.3967452398509526,3.3893346314426704,3.227825987627887,Not Burnout
5.945477009849779,5.983646382018007,1.0,2.6033577726847916,4.365295306279517,Not Burnout
5.875739275518815,5.810329180652431,2.324145595567929,4.341983695452127,3.9093944062046377,Not Burnout
6.019672314245463,4.415931863675542,4.161470165728018,3.130792799552554,5.691670375950848,At Risk
4.479962917632264,6.233245902772597,2.520886488295962,1.0,4.129166302388467,Not Burnout
5.848380545741505,5.412292247911002,2.7307009057186833,3.125177943378194,2.8796150723947487,Not Burnout
5.939608709948022,8.970418192163642,1.2398352348274198,2.461456179156028,5.485249358438933,Not Burnout
4.428472872960448,8.211780507211161,1.8836385919605225,1.8687241845390545,3.6743033875806965,Not Burnout
8.298661766717135,6.174219585786732,2.124803619676063,2.2625733617774273,4.7898050255084605,At Risk
6.210749381367681,9.70292296641317,2.182284903243766,3.60940847183297,3.2838839407107994,Not Burnout
3.713044754196027,8.178118584389914,3.7816437950037685,4.828640828248231,3.0252596717538456,Not Burnout
6.484830412950744,6.610202339789653,3.0576910607251246,3.81318447386498,4.1262523452785445,At Risk
4.0379774946590175,4.000713142151712,1.388542043062968,2.8934966117842604,4.019242965315527,Not Burnout
6.6806269056136784,9.74913108710889,2.746504778432005,3.9559041951707026,4.71974055305025,Not Burnout
7.237893368511106,5.332513039883684,2.998221748496785,3.0409096897810084,3.597031370035386,At Risk
4.2689765224724345,5.02552150365173,3.6401490385212663,2.805399630836855,1.2454603243444042,Not Burnout
6.945064193866482,8.227084518411568,4.080540686568374,2.3456373317670156,3.350839174617417,Not Burnout
6.119171390404747,9.927702887607127,1.4849058081721314,1.7481711932482809,5.1907277007157235,Not Burnout
6.733090239991735,8.661127382212621,1.6891424887896618,3.110076293440555,3.5539358811353403,Not Burnout
8.345189473980922,7.676690944062831,1.2424221410853837,3.658053489920132,3.630424896228178,Not Burnout
5.131917825995695,7.713705209998343,2.2659801408930185,3.40337632998511,5.479564758858905,Not Burnout
4.369395753463765,8.02409867053637,2.9663583744463344,3.0840330720526414,2.932040159111616,Not Burnout
4.165728355561715,7.910714307744118,3.487334516589102,2.554253939303219,1.6857951726356504,Not Burnout
4.276284572551843,7.337429708763251,2.424048976357477,4.108246191684969,3.7590533207117582,Not Burnout
5.384347435878844,7.125041324742251,2.180152476745156,2.182868080053415,3.2737390731268947,Not Burnout
6.011727962224966,6.924888246520573,2.6517579922487404,4.276027913843476,2.550630520370119,Not Burnout
5.915036198995028,6.095242493359988,1.664857098369977,2.497782981073275,3.736932316151964,Not Burnout
6.740774873554036,6.663189907759871,4.589538721694773,2.747564762646965,4.7372584708701755,At Risk
5.5195028378168605,4.9684518229655374,1.0,2.033214809384323,3.9860671576482765,Not Burnout
7.6803011157359755,6.8819924478463,2.6847405788957244,2.9985978531143633,4.460471609029357,At Risk
5.103014750143066,5.813690671418899,4.52360621922964,4.475312458477979,6.720111547773135,Not Burnout
9.580253749884427,5.675692819341075,2.506799844559998,4.015628088443957,3.485681707663654,Not Burnout
6.438501021647509,7.215872981384174,2.3099609649985053,4.478422112028035,4.417522951967005,Not Burnout
4.214263665375576,8.670402743613518,2.1425545771895727,4.022142545933936,3.2361799561012985,Not Burnout
3.8936612529083314,8.101979927202775,2.3196083182375924,2.396330171469631,2.730460420169541,Not Burnout
6.223708622864778,5.115399275652187,3.8728484746765304,3.169210775672443,3.1226385198733455,At Risk
5.164805822011224,5.812446236115595,1.0,2.7198008708825374,3.2818621427174675,Not Burnout
6.571000741138138,8.128925425585859,4.0334337012963255,4.83057490403904,4.539213696320688,Not Burnout
6.209856436860317,5.821015127754029,1.076042847549855,2.3032113535736887,7.523613680051136,Not Burnout
5.390756631014691,6.730440220003571,2.233347670765585,4.393697689389111,2.9259348455862395,Not Burnout
4.229809422897393,7.660062518829462,2.070755579701338,4.392953870108769,3.3750620415768062,Not Burnout
3.227729162971203,5.837986654163638,3.0885532697707196,5.0,3.905315480333128,Not Burnout
4.830227571899468,7.126450607375152,1.0,3.0903134073705028,4.5936982730646205,Not Burnout
6.784598191485209,5.399169406098155,2.9621726660819427,4.212322159580162,4.395326217932178,Not Burnout
5.821140616195306,6.278358827258543,4.524309623286852,5.0,5.926143690922176,Not Burnout
3.631391831932018,7.3837383209710445,1.1368259954071895,2.8823583230663035,1.0,Not Burnout
5.759771388776773,5.088407519761997,2.6897061676103955,1.9649597524676403,1.0,Not Burnout
6.077976069593255,7.528569685552479,1.838017822203391,1.6199899660922363,3.256182741984776,Not Burnout
4.174213845698301,6.976434641287983,2.925887206193036,4.212712028861331,5.645950281315563,Not Burnout
5.730587658918292,7.662987945300578,2.519147777415752,1.6168497919414162,1.6515279525916053,Not Burnout
5.587313077669,7.268696960877594,1.8585130909556904,3.127680947062077,1.0,Not Burnout
3.7855445532540655,8.636968515968613,2.987872284871074,3.937313187038961,4.856769109328813,Not Burnout
6.036681040522425,7.1502694031774885,4.304348109786743,3.685175536829914,4.365485835554072,Not Burnout
6.341176789552351,6.484713350649696,2.309096208272701,3.9254448641841724,2.3646873898008556,At Risk
7.124576864762916,7.146757003638741,3.219757942148182,3.722289855800854,2.521690598918605,Not Burnout
7.0807030780523545,7.651957634843665,1.2067270421288363,4.778865813313393,2.5453844205479883,Not Burnout
3.4334959480643636,7.058632084390845,1.5435636231819911,2.547683619261203,4.165802976210911,Not Burnout
4.093262440127316,7.048710029444659,2.9724062778803773,2.8230048615414685,3.0605270857254894,Not Burnout
6.27255290081299,6.157609974631893,3.984116028535965,2.7273405547291762,4.7410958784632795,At Risk
6.270678926368313,6.204518898938862,2.85561334878566,4.33019181186261,1.0,Not Burnout
6.272571529459071,5.316873673840368,2.1869419694768455,4.400398588395063,2.714722202308301,Not Burnout
10.0,9.099492091824327,2.499291405423354,3.951225319318508,2.3109190586334245,Not Burnout
6.35633576603975,5.507364117530458,1.2495922660302825,4.683493666889928,3.6154889824412617,Not Burnout
7.203348460270899,6.168513762644912,3.104515326355367,2.3219591326236193,3.192928362264792,At Risk
6.931002645239803,6.137911281316963,3.382333062323409,5.0,5.19676566984365,Not Burnout
6.477086876958697,8.07390925233333,2.0479096671669197,5.0,1.2109948425099137,Not Burnout
5.027096133039482,6.646060386049567,2.0299578522404986,4.2356219972457465,4.068237214496128,Not Burnout
6.638453830739901,8.497290487208481,2.7658782296520483,5.0,4.8375046348175585,Not Burnout
4.340762178193643,6.1918112509073575,2.0632802639594043,1.8433767923222262,6.784971154842932,Not Burnout
5.144772089889987,7.334792994668562,2.4338673853741777,2.975551863737348,3.277351043359787,Not Burnout
4.7719546782563445,5.997583536088291,4.599721789166516,2.764696539318048,4.4866879065287755,Not Burnout
5.622811209079484,9.574178953328065,2.2529742992540034,4.221479323757343,1.2942058111564525,Not Burnout
8.971987850010263,5.574881897164585,2.1416598479787776,2.4498592603978544,1.0,At Risk
2.699102211112378,7.371784852272433,1.8524581943648408,4.257495149337485,5.26716156367255,Not Burnout
6.52939028556177,7.760532257118518,3.2441919714999368,4.870536143996714,3.991659559527894,Not Burnout
3.0809261932155225,7.496558916941797,2.318775826781897,4.195202900083999,5.7677690346976345,Not Burnout
4.79210220131585,6.77765480934675,1.850626961678574,3.7837510236615013,1.9398956665453762,Not Burnout
7.133425895451049,6.844215160319888,3.8213040322730123,2.512126659099251,4.779853209293129,At Risk
5.596420028643194,7.052573766374931,3.919603004513637,2.6531490338746355,6.80322676081578,Not Burnout
3.8833828331060407,6.823597598045813,1.8995764342612949,4.749618905296667,4.629558412535899,Not Burnout
4.427044436110048,8.156654940153892,1.0,4.279349003905333,4.414872258386573,Not Burnout
6.519396623402014,9.652627601909622,3.507513689836922,3.460980480622456,4.012834121236525,Not Burnout
4.404450052424295,6.331009857990599,1.815370174239996,3.0820904542341094,1.6436778143111317,Not Burnout
5.824687884372962,5.356236424505107,3.2906255991627686,1.4741921268886231,6.033359403565522,Not Burnout
5.56835775985572,6.894061541978494,1.0,2.4291475813155614,3.0837135402924014,Not Burnout
4.522599478591275,10.0,3.3925973382993093,5.0,4.756724884574526,Not Burnout
8.715916133987989,6.035590518436323,1.2888280707192188,2.2195444289975335,1.6554485401431198,Not Burnout
6.450878533477017,8.966940166532881,3.2307641190665244,3.689479821221081,2.230810503238329,Not Burnout
2.462286120013589,9.013240976891728,2.514273067836434,4.5074439731951985,6.1526310988333535,Not Burnout
5.779681472154142,6.335694109950406,1.5460605806033552,2.2450773319977078,3.4790465665632357,Not Burnout
4.507320302847418,7.68277969502233,2.0929636870732193,3.6847104747810833,6.179913214063816,Not Burnout
6.778650002194336,8.954075947754246,3.186318456956701,4.437915537510655,3.882654011412223,Not Burnout
4.311218892350949,6.545046710815016,2.6058944531152344,3.5124993219072502,1.2371533405632138,Not Burnout
5.327895337799651,6.755703567877166,3.084412980472484,5.0,5.338101399597581,Not Burnout
6.257480918470685,6.301982903261628,4.476440584515485,1.8314007411218047,3.1151615233665884,At Risk
6.798632791255182,5.78229192316856,1.0,4.558728529883879,5.048033220275565,Not Burnout
3.6995553894163358,6.2208669459207915,4.117212574968624,3.3271982626035355,4.037816301310123,Not Burnout
4.998248146238577,5.531271679885292,2.604355937523213,4.271920154836675,1.6853226580856946,Not Burnout
4.787582033258566,7.040900161911071,1.6012159516768718,3.9413071516992457,4.246442148055854,Not Burnout
4.520006151139432,6.07603212272963,1.1696863742610102,2.7668438028900035,7.2943347132291985,Not Burnout
8.148181360421646,7.280543094148897,2.3108796092229666,3.72899639245934,4.739479687771689,Not Burnout
6.107472566441434,5.132925224555647,3.4216501119244596,1.6420985486017128,3.9137233704918053,At Risk
3.6086740684974323,7.397056278657349,2.3724508796224657,4.103247500571394,5.613015102935346,Not Burnout
6.876792920582164,8.000234753930709,4.011154930247347,3.7981584659905256,4.316002697804667,Not Burnout
8.68323429551895,4.607517228914253,1.0488243099484411,4.138660168643103,4.314301345394192,Not Burnout
7.04869789082672,7.448867883817087,2.4879110521539456,4.55811832508715,2.362562241761346,Not Burnout
3.2209450510689797,8.473202790967951,1.247606555586881,3.867619840209711,4.350772038684397,Not Burnout
4.773648890700623,5.5484307775705535,2.863631882624968,3.6480894197982763,5.5531651246254174,Not Burnout
7.400366723779934,9.007086864205244,3.3868873900973004,2.618931663338708,2.7459067718499632,Not Burnout
4.438495801571829,7.5028228112392545,2.079238206318947,2.787779236350949,6.136743731870421,Not Burnout
6.165729142219343,6.153985773089909,1.0,4.686734620177331,3.862440963782311,Not Burnout
6.661951080144005,6.933077106810753,2.6989481467964946,4.936335405705979,2.668345732692189,Not Burnout
4.109604292632875,7.669992295026066,2.9367385517335096,3.261889563687946,5.496448115380367,Not Burnout
5.4107119659073,7.091206469694894,2.9042947549616978,3.546002747253274,3.569808646392596,Not Burnout
2.0,7.646507190935643,3.735782191822154,2.5953856250062337,5.1392723312291615,Not Burnout
3.963418537998565,5.89519168830476,1.4289463203509511,4.672756845267445,3.5623620516121943,Not Burnout
5.12114777291026,7.203232988843293,3.1802161054504494,4.165416823691778,3.9102607847051445,Not Burnout
3.6283252270527258,5.303542603714024,3.6925075124779747,5.0,4.740340306501437,Not Burnout
7.948616955897453,6.86652872638156,1.0,2.621676922820261,4.436345586385009,Not Burnout
3.354787933059051,5.915310830242253,2.819651825918977,3.1219921009817826,1.0067023293223922,Not Burnout
4.839933269954525,6.117364068892281,1.9958201689923285,3.7314459225255723,2.3181343898584124,Not Burnout
5.696110865929137,8.483311810252525,2.418477326898354,4.1464895377257704,5.394114977186224,Not Burnout
7.661909933599173,8.309572144713123,2.8476764835383364,3.2843323624523677,3.8017951166476793,Not Burnout
3.3462067732308407,7.7309657450886125,2.0127714358864477,2.6270389095462994,3.214403045842867,Not Burnout
7.244745628232439,5.689224682392905,1.8242919208383883,4.381407528923571,1.9621389771137885,Not Burnout
5.515349591529381,6.620309860366238,2.5341524174880248,4.221135362545581,2.3803955180862273,Not Burnout
4.027737023428074,8.45571723997502,1.4127540611371974,2.583725899436275,1.0,Not Burnout
6.193155211394906,7.170060296367886,1.4141748711148145,4.855442801105496,3.8480789219477005,Not Burnout
5.798589543360205,9.783195447978033,3.1793732829565036,4.670198709196604,3.1023436291284296,Not Burnout
4.599674684261808,7.471981407273246,1.351205964841344,3.6342964972477927,2.5501181635220274,Not Burnout
5.6047031274850285,7.230458939788038,3.166312500909212,3.5795978623760365,3.89781486224807,Not Burnout
4.92202960470736,6.6290602429569985,2.962591292853951,4.054057771115907,4.545955946279107,Not Burnout
5.670276017876872,7.160249085738739,1.0,2.638296929743742,7.139796898314917,Not Burnout
6.49319601178157,6.817036196343348,1.822435347664345,3.5300314791640823,1.7321748706551796,Not Burnout
7.879025224218028,7.849730412026308,3.6941094030473725,1.3476164553908196,5.739071564950783,Not Burnout
3.6432767517597267,8.148042780153501,1.5188344688603184,4.3764556455029355,5.459652341522608,Not Burnout
8.6995500619844,6.05681264739046,2.0355957376906124,1.9385067775581406,2.831360890934949,At Risk
2.5718683007162473,5.4025204557306665,2.9620608932518966,5.0,4.304853931879046,Not Burnout
5.272322357446625,4.796553552276045,3.2833905092825955,3.16987990603355,3.313550125993577,Not Burnout
6.382475809726865,7.609589592295053,2.2484611139555044,3.288333018068823,4.2785328706281085,Not Burnout
5.921487801602549,5.6759600725913515,1.9024898053083583,2.8722660939154943,6.263696520106826,Not Burnout
4.565950720269109,4.416531288457021,3.922369861698508,3.2119611260779237,4.90840934894697,Not Burnout
5.187816624464087,7.466294325437157,4.238899663797579,4.918531345148036,4.762912559850163,Not Burnout
4.7604985980117505,9.991599420919348,3.4788580507817954,1.0121913434649206,3.3545360200680365,Not Burnout
